query_text,program_text
illustrate item number,not_understood
number from number,not_understood
object number from number,not_understood
object number,not_understood
component number from number,not_understood
component number,not_understood
item number from number,not_understood
item number,not_understood
objects number number number from number,not_understood
objects number number number,not_understood
components number number from number,not_understood
components number number,not_understood
items number number from number,not_understood
items number number,not_understood
number number from number,not_understood
number number,not_understood
objects number number from number,not_understood
objects number number,not_understood
components number number number from number,not_understood
components number number number,not_understood
items number number number from number,not_understood
items number number number,not_understood
number number number from number,not_understood
number number number,not_understood
objects number number number number from number,not_understood
objects number number number number,not_understood
items number number number number from number,not_understood
items number number number number,not_understood
number number number number from number,not_understood
number number number number,not_understood
components number number number number from number,not_understood
components number number number number,not_understood
show list,not_understood
show for this task,not_understood
show list for this task,not_understood
show for this subtask,not_understood
show list for this subtask,not_understood
show for this instruction,not_understood
show list for this instruction,not_understood
show and,not_understood
show and list,not_understood
show and for this task,not_understood
show and list for this task,not_understood
show and for this subtask,not_understood
show and list for this subtask,not_understood
show and for this instruction,not_understood
show and list for this instruction,not_understood
show me list,not_understood
show me for this task,not_understood
show me list for this task,not_understood
show me for this subtask,not_understood
show me list for this subtask,not_understood
show me for this instruction,not_understood
show me list for this instruction,not_understood
show me and,not_understood
show me and list,not_understood
show me and for this task,not_understood
show me and list for this task,not_understood
show me and for this subtask,not_understood
show me and list for this subtask,not_understood
show me and for this instruction,not_understood
show me and list for this instruction,not_understood
illustrate,not_understood
illustrate list,not_understood
illustrate for this task,not_understood
illustrate list for this task,not_understood
illustrate for this subtask,not_understood
illustrate list for this subtask,not_understood
illustrate for this instruction,not_understood
illustrate list for this instruction,not_understood
illustrate and,not_understood
illustrate and list,not_understood
illustrate and for this task,not_understood
illustrate and list for this task,not_understood
illustrate and for this subtask,not_understood
illustrate and list for this subtask,not_understood
illustrate and for this instruction,not_understood
illustrate and list for this instruction,not_understood
display list,not_understood
display for this task,not_understood
display list for this task,not_understood
display for this subtask,not_understood
display list for this subtask,not_understood
display for this instruction,not_understood
display list for this instruction,not_understood
display and,not_understood
display and list,not_understood
display and for this task,not_understood
display and list for this task,not_understood
display and for this subtask,not_understood
display and list for this subtask,not_understood
display and for this instruction,not_understood
display and list for this instruction,not_understood
demonstrate,not_understood
demonstrate list,not_understood
demonstrate for this task,not_understood
demonstrate list for this task,not_understood
demonstrate for this subtask,not_understood
demonstrate list for this subtask,not_understood
demonstrate for this instruction,not_understood
demonstrate list for this instruction,not_understood
demonstrate and,not_understood
demonstrate and list,not_understood
demonstrate and for this task,not_understood
demonstrate and list for this task,not_understood
demonstrate and for this subtask,not_understood
demonstrate and list for this subtask,not_understood
demonstrate and for this instruction,not_understood
demonstrate and list for this instruction,not_understood
for this task,not_understood
list for this task,not_understood
for this subtask,not_understood
list for this subtask,not_understood
for this instruction,not_understood
list for this instruction,not_understood
and for this task,not_understood
and list for this task,not_understood
and for this subtask,not_understood
and list for this subtask,not_understood
and for this instruction,not_understood
and list for this instruction,not_understood
open for this task,not_understood
open and,not_understood
open and for this task,not_understood
execute this,not_understood
show execution of this,not_understood
show me execution of this,not_understood
demonstrate execution of this,not_understood
perform execution of this,not_understood
run execution of this,not_understood
run this,not_understood
start execution of this,not_understood
execute number,not_understood
execute number number,not_understood
execute number number number,not_understood
show execution of number,not_understood
show execution of number number,not_understood
show execution of number number number,not_understood
show me execution of number,not_understood
show me execution of number number,not_understood
show me execution of number number number,not_understood
demonstrate execution of number,not_understood
demonstrate execution of number number,not_understood
demonstrate execution of number number number,not_understood
perform execution of number,not_understood
perform execution of number number,not_understood
perform execution of number number number,not_understood
run execution of number,not_understood
run execution of number number,not_understood
run execution of number number number,not_understood
run number,not_understood
run number number,not_understood
run number number number,not_understood
start execution of number,not_understood
start execution of number number,not_understood
start execution of number number number,not_understood
execute number in number,not_understood
show execution of number in number,not_understood
show me execution of number in number,not_understood
demonstrate execution of number in number,not_understood
perform execution of number in number,not_understood
run execution of number in number,not_understood
run number in number,not_understood
start execution of number in number,not_understood
go to number,not_understood
go to number number,not_understood
go to number number number,not_understood
move to number,not_understood
move to number number,not_understood
move to number number number,not_understood
open number number,not_understood
open number number number,not_understood
jump to number,not_understood
jump to number number,not_understood
jump to number number number,not_understood
go to number in number,not_understood
move to number in number,not_understood
open number in number,not_understood
jump to number in number,not_understood
turn,not_understood
switch,not_understood
include,not_understood
close,not_understood
hide,not_understood
remove,not_understood
