query_text,program_text
display close view of <NUMBER> <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> CloseLook prev
demonstrate close view of <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> CloseLook prev
demonstrate close view of <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> CloseLook prev
demonstrate close view of <NUMBER> <NUMBER> <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Filter3DAttr items val_1 prev <nxt> CloseLook prev
scale up this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
scale up this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
scale up this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
show scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
show scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
show scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
display scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
display scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
display scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
demonstrate scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
demonstrate scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
demonstrate scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
illustrate scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
illustrate scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
illustrate scale up look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
show scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
show scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
show scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
display scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
display scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
display scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
demonstrate scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
demonstrate scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
demonstrate scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
illustrate scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
illustrate scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
illustrate scale up view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale up prev val_1
scale downscale down this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
scale downscale down this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
scale downscale down this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
show scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
show scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
show scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
display scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
display scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
display scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
demonstrate scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
demonstrate scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
demonstrate scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
illustrate scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
illustrate scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
illustrate scale down look this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
show scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
show scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
show scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
display scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
display scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
display scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
demonstrate scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
demonstrate scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
demonstrate scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
illustrate scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
illustrate scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
illustrate scale down view this figure by <NUMBER>,ExtractNumbers Query <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Scale down prev val_1
show side by side look of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> SideBySideLook prev
display side by side look of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> SideBySideLook prev
demonstrate side by side look of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> SideBySideLook prev
illustrate side by side look of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> SideBySideLook prev
show side by side view of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> SideBySideLook prev
display side by side view of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> SideBySideLook prev
demonstrate side by side view of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> SideBySideLook prev
illustrate side by side view of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> SideBySideLook prev
animate this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Animate on prev
explore this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Animate on prev
play animation of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Animate on prev
stop animating this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Animate off prev
stop exploring this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Animate off prev
stop animation of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Animate off prev
show this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Visibility on prev
make visible this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Visibility on prev
turn on visibility of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Visibility on prev
hide this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Visibility off prev
make invisible this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> Visibility off prev
